name,posteam,c,window,type,mix
avg_wpa_allowed,BAL,0.09822799404088926,5,t,5_t
avg_wpa_allowed,BUF,0.17473793278242988,20,t,20_t
avg_wpa_allowed,CAR,0.10984408415163417,5,e,5_e
avg_wpa_allowed,CHI,0.20033404365300483,12,s,12_s
avg_wpa_allowed,CIN,0.17584236622742488,5,s,5_s
avg_wpa_allowed,CLE,0.11462893623962661,20,r,20_r
avg_wpa_allowed,DAL,0.12944793473351562,19,w,19_w
avg_wpa_allowed,DEN,0.32873094828812915,16,m,16_m
avg_wpa_allowed,DET,0.13796796724174326,15,w,15_w
avg_wpa_allowed,GB,0.13013789636785314,5,t,5_t
avg_wpa_allowed,HOU,0.1870987216471709,7,s,7_s
avg_wpa_allowed,IND,0.11101272221023618,20,m,20_m
avg_wpa_allowed,JAX,0.3645412123322737,11,s,11_s
avg_wpa_allowed,KC,0.18700733215013568,5,t,5_t
avg_wpa_allowed,LA,0.14037147553756904,5,w,5_w
avg_wpa_allowed,LAC,0.17666711813144584,17,s,17_s
avg_wpa_allowed,LV,0.22740679782916007,20,m,20_m
avg_wpa_allowed,MIA,0.06719166634825265,5,w,5_w
avg_wpa_allowed,MIN,0.0893864850214232,9,s,9_s
avg_wpa_allowed,NE,0.18505215077152276,20,t,20_t
avg_wpa_allowed,NO,0.20306312983742866,9,s,9_s
avg_wpa_allowed,NYG,0.04560295605697313,5,e,5_e
avg_wpa_allowed,NYJ,0.20643228549626627,18,t,18_t
avg_wpa_allowed,PHI,0.2327381653608298,5,t,5_t
avg_wpa_allowed,PIT,0.17579209327594567,18,t,18_t
avg_wpa_allowed,SEA,0.19629874694221924,5,s,5_s
avg_wpa_allowed,SF,0.3449501874699259,20,m,20_m
avg_wpa_allowed,TB,0.09813920547252993,20,m,20_m
avg_wpa_allowed,TEN,0.12562621060228327,9,s,9_s
avg_wpa_allowed,WAS,0.23919742767347132,20,t,20_t
deep_succesful_runs,ARI,0.2718870468336406,20,t,20_t
deep_succesful_runs,ATL,0.22439174015628766,20,m,20_m
deep_succesful_runs,BAL,0.2078672550502144,6,t,6_t
deep_succesful_runs,BUF,0.2622905070268804,20,m,20_m
deep_succesful_runs,CAR,0.07237924005665702,19,s,19_s
deep_succesful_runs,CHI,0.11356132801602539,20,m,20_m
deep_succesful_runs,CIN,0.14413699062706428,20,t,20_t
deep_succesful_runs,CLE,0.16024602540499366,20,m,20_m
deep_succesful_runs,DAL,0.10853690662568312,20,m,20_m
deep_succesful_runs,DEN,0.2258162993979197,18,t,18_t
deep_succesful_runs,DET,0.11359570707348171,20,m,20_m
deep_succesful_runs,GB,0.1780480118956978,5,t,5_t
deep_succesful_runs,HOU,0.2656259110492709,17,s,17_s
deep_succesful_runs,IND,0.14862394876757862,20,t,20_t
deep_succesful_runs,JAX,0.1522623995999398,5,w,5_w
deep_succesful_runs,KC,0.32515185624723925,14,s,14_s
deep_succesful_runs,LA,0.178551272165679,13,r,13_r
deep_succesful_runs,LAC,0.2195422180520954,8,s,8_s
deep_succesful_runs,LV,0.1529828344720126,5,s,5_s
deep_succesful_runs,MIA,0.2598459070993962,20,m,20_m
deep_succesful_runs,MIN,0.14096560135655564,5,e,5_e
deep_succesful_runs,NE,0.09127699554624757,12,t,12_t
deep_succesful_runs,NO,0.17072266051595666,14,t,14_t
deep_succesful_runs,NYG,0.1196013593075305,18,e,18_e
deep_succesful_runs,NYJ,0.20150018440493064,12,s,12_s
deep_succesful_runs,PHI,0.12912431270528482,20,t,20_t
deep_succesful_runs,PIT,0.32552541612969127,20,m,20_m
deep_succesful_runs,SEA,0.0872171317606187,5,e,5_e
deep_succesful_runs,SF,0.38277563455123126,18,s,18_s
deep_succesful_runs,TB,0.26812382314450095,10,t,10_t
deep_succesful_runs,TEN,0.1010011255890291,17,s,17_s
deep_succesful_runs,WAS,0.11465223071950606,20,s,20_s
deep_succesful_runs_allowed,ARI,0.2795872910414278,19,m,19_m
deep_succesful_runs_allowed,ATL,0.34180438079016495,20,m,20_m
deep_succesful_runs_allowed,BAL,0.16716924759255922,20,r,20_r
deep_succesful_runs_allowed,BUF,0.13801140443302817,20,s,20_s
deep_succesful_runs_allowed,CAR,0.17291409992017687,9,s,9_s
deep_succesful_runs_allowed,CHI,0.2204244044384497,6,t,6_t
deep_succesful_runs_allowed,CIN,0.2795433221974337,5,s,5_s
deep_succesful_runs_allowed,CLE,0.22847796043717003,20,m,20_m
deep_succesful_runs_allowed,DAL,0.18668101441596763,20,t,20_t
deep_succesful_runs_allowed,DEN,0.2422836038418443,13,m,13_m
deep_succesful_runs_allowed,DET,0.20405340957177237,6,t,6_t
deep_succesful_runs_allowed,GB,0.15767871647757084,6,t,6_t
deep_succesful_runs_allowed,HOU,0.24252601006467941,20,s,20_s
deep_succesful_runs_allowed,IND,0.12623508938466846,13,s,13_s
deep_succesful_runs_allowed,JAX,0.24723435257260365,20,s,20_s
deep_succesful_runs_allowed,KC,0.09630219303913559,20,t,20_t
deep_succesful_runs_allowed,LA,0.15387356368998997,15,s,15_s
deep_succesful_runs_allowed,LAC,0.24525131137388995,20,t,20_t
deep_succesful_runs_allowed,LV,0.22703037233687634,20,t,20_t
deep_succesful_runs_allowed,MIA,0.38019256537571827,10,s,10_s
deep_succesful_runs_allowed,MIN,0.12379858782183512,8,s,8_s
deep_succesful_runs_allowed,NE,0.22455879719895588,16,s,16_s
deep_succesful_runs_allowed,NO,0.0873325326240085,5,e,5_e
deep_succesful_runs_allowed,NYG,0.1900756740731651,5,t,5_t
deep_succesful_runs_allowed,NYJ,0.22900060373898798,20,t,20_t
deep_succesful_runs_allowed,PHI,0.16324323560646545,8,t,8_t
deep_succesful_runs_allowed,PIT,0.29270038100223,20,m,20_m
deep_succesful_runs_allowed,SEA,0.13912825681939148,8,s,8_s
deep_succesful_runs_allowed,SF,0.25262878976955216,20,m,20_m
deep_succesful_runs_allowed,TB,0.2337263884231292,18,t,18_t
deep_succesful_runs_allowed,TEN,0.061077986453440626,6,t,6_t
deep_succesful_runs_allowed,WAS,0.2080517346223314,20,s,20_s
drive_points_oe,ARI,0.3231670363243489,18,t,18_t
drive_points_oe,ATL,0.31045761355498225,11,s,11_s
drive_points_oe,BAL,0.19906431986525766,5,t,5_t
drive_points_oe,BUF,0.2966694910936698,8,s,8_s
drive_points_oe,CAR,0.10705145355252293,5,w,5_w
drive_points_oe,CHI,0.129263933878889,7,s,7_s
drive_points_oe,CIN,0.2081096729142799,20,t,20_t
drive_points_oe,CLE,0.12237207415806686,8,s,8_s
drive_points_oe,DAL,0.26477719282911966,20,m,20_m
drive_points_oe,DEN,0.23756202885935307,12,s,12_s
drive_points_oe,DET,0.13020891337164547,5,w,5_w
drive_points_oe,GB,0.19623547291248095,14,t,14_t
drive_points_oe,HOU,0.14888479351593095,14,t,14_t
drive_points_oe,IND,0.14775415114165466,5,s,5_s
drive_points_oe,JAX,0.21356563895329472,5,t,5_t
drive_points_oe,KC,0.08856593402787567,18,s,18_s
drive_points_oe,LA,0.23302692737772693,5,s,5_s
drive_points_oe,LAC,0.14117920379409407,20,s,20_s
drive_points_oe,LV,0.2104466872105975,19,m,19_m
drive_points_oe,MIA,0.28277082383171886,8,s,8_s
drive_points_oe,MIN,0.11874485386094136,5,t,5_t
drive_points_oe,NE,0.17588360838922074,20,r,20_r
drive_points_oe,NO,0.2226648397895599,5,s,5_s
drive_points_oe,NYG,0.09400754885255923,16,r,16_r
drive_points_oe,NYJ,0.10401877196143618,20,t,20_t
drive_points_oe,PHI,0.26510426692012623,7,s,7_s
drive_points_oe,PIT,0.20718705934791634,5,w,5_w
drive_points_oe,SEA,0.08441108766930412,5,e,5_e
drive_points_oe,SF,0.25079613123345856,20,s,20_s
drive_points_oe,TB,0.1625844518360223,12,s,12_s
drive_points_oe,TEN,0.09545529623618701,17,s,17_s
drive_points_oe,WAS,0.1627053678413903,15,w,15_w
drive_points_oe_allowed,ARI,0.33517922714534504,20,t,20_t
drive_points_oe_allowed,ATL,0.3667224525497542,20,m,20_m
drive_points_oe_allowed,BAL,0.0803384144138604,5,w,5_w
drive_points_oe_allowed,BUF,0.06847911218298329,6,t,6_t
drive_points_oe_allowed,CAR,0.1528481719893248,6,t,6_t
drive_points_oe_allowed,CHI,0.2082090628252199,12,t,12_t
drive_points_oe_allowed,CIN,0.2981108358312709,5,s,5_s
drive_points_oe_allowed,CLE,0.21791923383278985,20,m,20_m
drive_points_oe_allowed,DAL,0.10194382365174981,8,t,8_t
drive_points_oe_allowed,DEN,0.358781884716192,11,m,11_m
drive_points_oe_allowed,DET,0.17609441385213886,15,w,15_w
drive_points_oe_allowed,GB,0.14427816036215435,9,s,9_s
drive_points_oe_allowed,HOU,0.17611077847568787,20,r,20_r
drive_points_oe_allowed,IND,0.1390478394752704,6,s,6_s
drive_points_oe_allowed,JAX,0.37073849956457605,12,s,12_s
drive_points_oe_allowed,KC,0.20301893094151008,5,t,5_t
drive_points_oe_allowed,LA,0.14315549210324469,5,w,5_w
drive_points_oe_allowed,LAC,0.15041967955922875,6,t,6_t
drive_points_oe_allowed,LV,0.24722881300954175,20,m,20_m
drive_points_oe_allowed,MIA,0.11604713956497867,5,w,5_w
drive_points_oe_allowed,MIN,0.1438082483543583,9,s,9_s
drive_points_oe_allowed,NE,0.15389484780994192,5,t,5_t
drive_points_oe_allowed,NO,0.24085094545449273,10,s,10_s
drive_points_oe_allowed,NYG,0.0868419751332071,5,t,5_t
drive_points_oe_allowed,NYJ,0.23721002175616462,20,t,20_t
drive_points_oe_allowed,PHI,0.11308694033535723,10,s,10_s
drive_points_oe_allowed,PIT,0.1472664087808853,18,t,18_t
drive_points_oe_allowed,SEA,0.05194686349361468,18,s,18_s
drive_points_oe_allowed,SF,0.35848522039018715,20,m,20_m
drive_points_oe_allowed,TB,0.09918408851214373,20,s,20_s
drive_points_oe_allowed,TEN,0.03817931826509953,18,t,18_t
drive_points_oe_allowed,WAS,0.21641508950638122,19,r,19_r
drive_wpa,ARI,0.37032795799082546,20,t,20_t
drive_wpa,ATL,0.317087535977189,20,t,20_t
drive_wpa,BAL,0.22465431805490432,5,t,5_t
drive_wpa,BUF,0.2728642888319269,8,s,8_s
drive_wpa,CAR,0.12354940718786386,15,s,15_s
drive_wpa,CHI,0.13454454084596187,12,t,12_t
drive_wpa,CIN,0.18981820947558206,20,t,20_t
drive_wpa,CLE,0.19755375337558512,14,t,14_t
drive_wpa,DAL,0.14145858713213258,8,s,8_s
drive_wpa,DEN,0.2537936708604637,10,s,10_s
drive_wpa,DET,0.09521294828259828,20,m,20_m
drive_wpa,GB,0.21180439804078646,8,t,8_t
drive_wpa,HOU,0.12640792776643775,6,s,6_s
drive_wpa,IND,0.11241355767103596,20,m,20_m
drive_wpa,JAX,0.18553921683178223,20,t,20_t
drive_wpa,KC,0.061485121287790705,20,r,20_r
drive_wpa,LA,0.2196762661757608,6,s,6_s
drive_wpa,LAC,0.05416601526927419,7,s,7_s
drive_wpa,LV,0.240883302115664,12,t,12_t
drive_wpa,MIA,0.1451154792337015,20,m,20_m
drive_wpa,MIN,0.24548940216288226,16,t,16_t
drive_wpa,NE,0.2534747787896988,16,t,16_t
drive_wpa,NO,0.24497900501148465,7,s,7_s
drive_wpa,NYG,0.09639228144607259,12,r,12_r
drive_wpa,NYJ,0.12377299225901553,13,m,13_m
drive_wpa,PHI,0.3816049889605655,7,s,7_s
drive_wpa,PIT,0.24856464200032982,20,m,20_m
drive_wpa,SEA,0.09405472309485967,17,s,17_s
drive_wpa,SF,0.280306218230106,20,s,20_s
drive_wpa,TB,0.1988213187875716,20,m,20_m
drive_wpa,TEN,0.0972412826072557,7,s,7_s
drive_wpa,WAS,0.15545290448269147,20,w,20_w
drive_wpa_allowed,ARI,0.37531338245662965,20,t,20_t
drive_wpa_allowed,ATL,0.2887040352306243,20,m,20_m
drive_wpa_allowed,BAL,0.1119731758231919,5,t,5_t
drive_wpa_allowed,BUF,0.11170248708775452,5,s,5_s
drive_wpa_allowed,CAR,0.1223341585264471,5,e,5_e
drive_wpa_allowed,CHI,0.1771676935940549,12,s,12_s
drive_wpa_allowed,CIN,0.21641102265373313,6,s,6_s
drive_wpa_allowed,CLE,0.13161196497886232,20,r,20_r
drive_wpa_allowed,DAL,0.16121372018893393,9,s,9_s
drive_wpa_allowed,DEN,0.31522667666231635,18,e,18_e
drive_wpa_allowed,DET,0.1508179106809247,15,w,15_w
drive_wpa_allowed,GB,0.1176616075138304,5,t,5_t
drive_wpa_allowed,HOU,0.1898804825481771,13,s,13_s
drive_wpa_allowed,IND,0.09866841353541231,20,m,20_m
drive_wpa_allowed,JAX,0.34862979229388696,11,s,11_s
drive_wpa_allowed,KC,0.18466223720974476,5,t,5_t
drive_wpa_allowed,LA,0.14098491036187233,20,r,20_r
drive_wpa_allowed,LAC,0.1504734987407905,6,t,6_t
drive_wpa_allowed,LV,0.230099865358556,20,r,20_r
drive_wpa_allowed,MIA,0.06268391242544248,5,t,5_t
drive_wpa_allowed,MIN,0.07549917316670583,9,s,9_s
drive_wpa_allowed,NE,0.21187340863493634,20,t,20_t
drive_wpa_allowed,NO,0.2149580830711721,9,s,9_s
drive_wpa_allowed,NYG,0.08230651490146734,9,s,9_s
drive_wpa_allowed,NYJ,0.17587935508456445,18,t,18_t
drive_wpa_allowed,PHI,0.20727002716577908,5,t,5_t
drive_wpa_allowed,PIT,0.11660449374618316,20,t,20_t
drive_wpa_allowed,SEA,0.19252246043664847,5,s,5_s
drive_wpa_allowed,SF,0.3191429620322967,20,m,20_m
drive_wpa_allowed,TB,0.14520815520623187,20,m,20_m
drive_wpa_allowed,TEN,0.08963798360274064,20,w,20_w
drive_wpa_allowed,WAS,0.23936334843228027,20,t,20_t
dropback_epa,ARI,0.306178927739775,14,t,14_t
dropback_epa,ATL,0.33115240998568435,20,t,20_t
dropback_epa,BAL,0.13304733423045825,5,e,5_e
dropback_epa,BUF,0.31786956133578104,8,s,8_s
dropback_epa,CAR,0.12415011094249691,14,t,14_t
dropback_epa,CHI,0.16133248802546743,10,t,10_t
dropback_epa,CIN,0.228094227945136,20,t,20_t
dropback_epa,CLE,0.17772668692032342,20,m,20_m
dropback_epa,DAL,0.10960653991624685,20,m,20_m
dropback_epa,DEN,0.16256723936777565,10,s,10_s
dropback_epa,DET,0.1343950182865094,5,t,5_t
dropback_epa,GB,0.243273590021385,8,t,8_t
dropback_epa,HOU,0.1682134548190055,18,t,18_t
dropback_epa,IND,0.1755145751016196,6,s,6_s
dropback_epa,JAX,0.1655381213288981,20,m,20_m
dropback_epa,KC,0.08326444963765642,20,m,20_m
dropback_epa,LA,0.1792624954945072,6,t,6_t
dropback_epa,LAC,0.13626719655638642,5,s,5_s
dropback_epa,LV,0.21853245483177094,20,t,20_t
dropback_epa,MIA,0.20614991494677404,8,s,8_s
dropback_epa,MIN,0.22252640035171936,18,t,18_t
dropback_epa,NE,0.2116224819804896,9,s,9_s
dropback_epa,NO,0.18683330114162153,6,t,6_t
dropback_epa,NYG,0.1405226338317259,8,t,8_t
dropback_epa,NYJ,0.09607397990807845,14,s,14_s
dropback_epa,PHI,0.2976656777218487,7,s,7_s
dropback_epa,PIT,0.24294419593687955,20,m,20_m
dropback_epa,SEA,0.10179630640101003,5,e,5_e
dropback_epa,SF,0.3626446375199104,14,s,14_s
dropback_epa,TB,0.19979362411795043,20,m,20_m
dropback_epa,TEN,0.1069629593517671,5,w,5_w
dropback_epa,WAS,0.15920242554720518,8,s,8_s
dropback_epa_allowed,ARI,0.2159442144881056,20,t,20_t
dropback_epa_allowed,ATL,0.3446563636249241,20,r,20_r
dropback_epa_allowed,BAL,0.1657286919373746,16,s,16_s
dropback_epa_allowed,BUF,0.2387461228725623,20,m,20_m
dropback_epa_allowed,CAR,0.13081670481224214,12,t,12_t
dropback_epa_allowed,CHI,0.21771205608804262,18,t,18_t
dropback_epa_allowed,CIN,0.22132106533853843,6,s,6_s
dropback_epa_allowed,CLE,0.17665435814932895,16,t,16_t
dropback_epa_allowed,DAL,0.1459835323078996,10,t,10_t
dropback_epa_allowed,DEN,0.15864269378005974,20,m,20_m
dropback_epa_allowed,DET,0.20029744316503004,5,e,5_e
dropback_epa_allowed,GB,0.13034006160523434,9,s,9_s
dropback_epa_allowed,HOU,0.13722505299719703,20,m,20_m
dropback_epa_allowed,IND,0.11519166671655291,17,s,17_s
dropback_epa_allowed,JAX,0.39388207940940473,12,s,12_s
dropback_epa_allowed,KC,0.2569261446374782,5,t,5_t
dropback_epa_allowed,LA,0.13159541112714557,5,w,5_w
dropback_epa_allowed,LAC,0.14924362175105385,17,s,17_s
dropback_epa_allowed,LV,0.2152918693766886,20,m,20_m
dropback_epa_allowed,MIA,0.1976056170252054,5,w,5_w
dropback_epa_allowed,MIN,0.1253469870053824,5,t,5_t
dropback_epa_allowed,NE,0.20105957416365725,20,m,20_m
dropback_epa_allowed,NO,0.1780878060553274,12,s,12_s
dropback_epa_allowed,NYG,0.08654564771014198,5,t,5_t
dropback_epa_allowed,NYJ,0.142906407223592,20,t,20_t
dropback_epa_allowed,PHI,0.16376293296562663,10,s,10_s
dropback_epa_allowed,PIT,0.07822765899586566,18,t,18_t
dropback_epa_allowed,SEA,0.061733703537771,5,t,5_t
dropback_epa_allowed,SF,0.34638864052386775,20,m,20_m
dropback_epa_allowed,TB,0.18848743893168507,19,s,19_s
dropback_epa_allowed,TEN,0.0827694948771011,5,e,5_e
dropback_epa_allowed,WAS,0.24992930072339978,20,m,20_m
dropback_wpa,ARI,0.3369855706968382,14,t,14_t
dropback_wpa,ATL,0.35767785895005194,20,t,20_t
dropback_wpa,BAL,0.12584039254452478,5,w,5_w
dropback_wpa,BUF,0.3094666363598429,14,t,14_t
dropback_wpa,CAR,0.10714794116611241,16,s,16_s
dropback_wpa,CHI,0.1522284371827125,20,m,20_m
dropback_wpa,CIN,0.21742157162020082,14,s,14_s
dropback_wpa,CLE,0.14013119131588178,14,m,14_m
dropback_wpa,DAL,0.1579500789441708,14,m,14_m
dropback_wpa,DEN,0.19941004553049432,10,s,10_s
dropback_wpa,DET,0.09721287623618965,9,s,9_s
dropback_wpa,GB,0.23677101834980027,5,t,5_t
dropback_wpa,HOU,0.13988317356290964,20,t,20_t
dropback_wpa,IND,0.12178745068601958,20,m,20_m
dropback_wpa,JAX,0.17536076315324062,20,t,20_t
dropback_wpa,KC,0.11592458126299285,20,m,20_m
dropback_wpa,LA,0.15367876856971088,6,t,6_t
dropback_wpa,LAC,0.06798666172220862,5,s,5_s
dropback_wpa,LV,0.25145031909720855,18,t,18_t
dropback_wpa,MIA,0.11327093923820894,20,m,20_m
dropback_wpa,MIN,0.21343967511825301,18,t,18_t
dropback_wpa,NE,0.24573883092921692,14,t,14_t
dropback_wpa,NO,0.2524072560039293,7,s,7_s
dropback_wpa,NYG,0.15424981354284492,8,t,8_t
dropback_wpa,NYJ,0.1270685557426617,10,t,10_t
dropback_wpa,PHI,0.3326463245043057,7,s,7_s
dropback_wpa,PIT,0.29313273778583554,20,m,20_m
dropback_wpa,SEA,0.054740518647607844,17,s,17_s
dropback_wpa,SF,0.25477930099959434,13,m,13_m
dropback_wpa,TB,0.18388031138177713,20,m,20_m
dropback_wpa,TEN,0.11643998466208479,7,s,7_s
dropback_wpa,WAS,0.16794897250365026,8,s,8_s
dropback_wpa_allowed,ARI,0.14633021576960514,20,t,20_t
dropback_wpa_allowed,ATL,0.2546079309947195,20,r,20_r
dropback_wpa_allowed,BAL,0.17166526940062957,15,s,15_s
dropback_wpa_allowed,BUF,0.2952324204866542,20,m,20_m
dropback_wpa_allowed,CAR,0.11629318634235762,5,e,5_e
dropback_wpa_allowed,CHI,0.15945975627054018,16,t,16_t
dropback_wpa_allowed,CIN,0.15288165705981346,8,s,8_s
dropback_wpa_allowed,CLE,0.1360679534156847,20,r,20_r
dropback_wpa_allowed,DAL,0.140596764102718,12,s,12_s
dropback_wpa_allowed,DEN,0.17671579170229273,20,m,20_m
dropback_wpa_allowed,DET,0.15016659692435977,7,s,7_s
dropback_wpa_allowed,GB,0.12297788719358699,10,t,10_t
dropback_wpa_allowed,HOU,0.1729661728907512,20,m,20_m
dropback_wpa_allowed,IND,0.09623636955347188,19,w,19_w
dropback_wpa_allowed,JAX,0.3485812868635015,10,s,10_s
dropback_wpa_allowed,KC,0.25862461537008286,5,t,5_t
dropback_wpa_allowed,LA,0.14703906344569886,20,r,20_r
dropback_wpa_allowed,LAC,0.15371793379359255,16,r,16_r
dropback_wpa_allowed,LV,0.21571509529317626,18,m,18_m
dropback_wpa_allowed,MIA,0.14629524736618257,5,e,5_e
dropback_wpa_allowed,MIN,0.08659684431960883,5,e,5_e
dropback_wpa_allowed,NE,0.19888227980520828,20,m,20_m
dropback_wpa_allowed,NO,0.22639664925857048,16,s,16_s
dropback_wpa_allowed,NYG,0.09101554519616584,5,t,5_t
dropback_wpa_allowed,NYJ,0.1160226035622572,16,t,16_t
dropback_wpa_allowed,PHI,0.24338011617821947,5,t,5_t
dropback_wpa_allowed,PIT,0.08045246416311111,18,t,18_t
dropback_wpa_allowed,SEA,0.14267391863950724,5,s,5_s
dropback_wpa_allowed,SF,0.37847946198367766,20,m,20_m
dropback_wpa_allowed,TB,0.18863520205071177,19,s,19_s
dropback_wpa_allowed,TEN,0.16091544663635968,5,e,5_e
dropback_wpa_allowed,WAS,0.24970322369682676,20,m,20_m
early_down_success,ARI,0.370909126698197,14,s,14_s
early_down_success,ATL,0.35364490473593213,15,s,15_s
early_down_success,BAL,0.17428374063393878,6,t,6_t
early_down_success,BUF,0.39283047392205284,8,t,8_t
early_down_success,CAR,0.13937540683536903,20,r,20_r
early_down_success,CHI,0.21578372002639207,20,t,20_t
early_down_success,CIN,0.23513473969259832,20,s,20_s
early_down_success,CLE,0.2091496200453738,14,t,14_t
early_down_success,DAL,0.22617879783274186,14,m,14_m
early_down_success,DEN,0.229627262975425,6,t,6_t
early_down_success,DET,0.11144792194326943,20,r,20_r
early_down_success,GB,0.0818782950952439,14,t,14_t
early_down_success,HOU,0.21794953301677675,5,w,5_w
early_down_success,IND,0.07469963286932003,5,e,5_e
early_down_success,JAX,0.1375015673850071,5,t,5_t
