id_game,id_posteam,id_defteam,id_season,id_week,outcome_sr,pass_success,rush_success,epa,sr,drive_wpa,drive_points_oe,qb_eloa,points,cushion,separation,intended_air_yards,percent_share_of_intended_air_yards,catch_percentage,yac,expected_yac,yac_above_expectation,team_wp,team_eloa,team_points_result,qb_elo,qb_starts,qb_pacr,qb_dakota,qb_rushing_epa,qb_cpoe,pos_like_res,era
2016_01_NE_ARI,ARI,NE,2016,1,0.46058823529411763,,,,,,,,,,,,,,,,,,,,164.55877760487,1,26.954301075268816,4.311306800819195,-0.5868124505504966,178.6088429391033,0,3
2016_02_TB_ARI,ARI,TB,2016,2,0.412,59.51440909090909,42.207368421052635,10.658304062720564,54.3152380952381,0.7429474025093905,75.98072054443148,740.1831949140103,2762.932698298595,660.2525793650793,289.70917553097854,1311.6141176470587,3258.6366137764076,7442.64705882353,566.053696969697,592.9150667284706,-26.861369758773716,-15.394891932606697,-2582.4781300012796,-404.4373710912769,168.15246893214,2,26.73296449112278,5.34555871761777,-1.2825410750228912,234.25007015462677,0,3
2016_03_ARI_BUF,ARI,BUF,2016,3,0.3939393939393939,55.45456193020427,44.13646725126305,15.098690539805542,49.09996857612,3.8926643023771996,204.7689693239551,662.4033826834049,2855.211623288359,780.3736160470029,251.01396622729695,1501.0754450579486,2832.4035414391246,7119.581904108138,363.89862605822043,467.7173290578105,-103.81870299959009,21.012326097231014,-132.89096297617982,1253.272868119384,177.03142419897,3,26.394258286793917,3.2862446904070204,-0.7013639173625658,16.723275184584462,0,3
2016_04_LA_ARI,ARI,LA,2016,4,0.4523809523809524,55.29706309665485,45.59853560973491,3.1769686493697122,51.559621979114716,-0.5631161977982921,115.34543820303327,-5.54420714514481,2975.8948246959253,812.1545755062598,335.35197943993586,1417.2320416483835,3269.298882928167,7084.76699054122,325.70290985954637,444.2857475493048,-118.5828376897584,3.0896652107913063,-1038.5808748145146,545.892613600862,141.79501926282,4,26.91433778289205,3.076021294050538,0.08992455404950306,47.79261619677798,0.412,3
2016_05_ARI_SF,ARI,SF,2016,5,0.38095238095238093,55.31238260952862,52.69626453320381,-6.781272471813304,53.969581759729465,-0.153917754838038,101.80442977125787,-681.8873836201307,3157.2771852401866,750.8800922729271,318.9189414561345,1618.7224144234349,3690.2915102954275,7569.521435321557,454.36496841404005,499.27269277751293,-44.907724363472866,5.359612936249967,-1334.4636227148828,470.63231125911017,106.39191326445,1,9.84705882352941,-1.4492968127111219,0,-312.9233659107592,0.4523809523809524,3
2016_06_NYJ_ARI,ARI,NYJ,2016,6,0.4336507936507937,63.61697693009949,49.9475261087919,8.386940490561726,59.07606367889109,2.2869938982832356,149.5047048186351,294.7566908200206,3223.1677618677745,787.5355866203595,358.601682144527,1651.1410949218375,3653.1704077935738,8051.376139025881,753.453419590765,713.2953518408924,40.15806774987264,5.541069443026707,-582.5517674952708,581.1232604179784,138.25873884140998,5,27.997541654885072,3.6105804411656566,0.11952473644632847,79.5549381441025,0.3939393939393939,3
2016_07_SEA_ARI,ARI,SEA,2016,7,0.4174157303370786,55.242351473507355,48.475559495199086,-1.3924983740624817,53.32745368057038,-0.8820046165835753,97.14725404242182,-699.2709962896015,2722.4740291436383,752.4836443102628,328.41442552756155,1690.1465795482559,3783.0950078274545,7518.972395744764,414.5716347459594,522.8354880819434,-108.26385333598405,-3.08723651721742,-543.2147763488285,273.6937573656281,142.60683633075,6,27.690108241815988,3.183822754146489,-0.29212498071137816,76.0046423063266,1.266984126984127,3
2016_08_ARI_CAR,ARI,CAR,2016,8,0.41818181818181815,63.438228679203874,53.23446034652709,-1.627147448449569,59.82558821700201,0.02186325286245011,118.23498080034817,101.30647500858589,3245.1414527279157,803.7349495245059,352.2348098661653,1658.0194093889545,4073.3212168069467,8361.753283788064,499.9145222628649,525.9769885321758,-26.062466269310864,12.606856022432222,1259.3855895711672,1105.528010757829,144.27506892051,7,30.57769646533536,3.5091786489924703,-0.2503928406097527,119.89329409513095,0.7929523809523809,3
2016_10_SF_ARI,ARI,SF,2016,10,0.48917647058823527,59.804814876663386,54.6082111629027,1.2497709346938555,58.17497894190888,-0.1842584015485338,135.82506063051054,-170.56347702651584,3488.2423776813334,738.1640362455908,346.1725685492832,1542.6077453485436,3671.462392810231,8079.813893456784,439.23631106923824,474.0198126916166,-34.78350162237836,10.731562916591137,348.9642790749963,1186.7017048462642,147.90746535972,8,31.060827918618823,3.6462436015266695,-0.8503087290155236,120.54899331120045,2.093917894839243,3
2016_11_ARI_MIN,ARI,MIN,2016,11,0.4530882352941176,58.37164339424161,47.05214218998535,-17.096673842100444,54.46461045606297,-2.3268178865380973,73.24391801869896,-703.0191290405471,2389.221390273768,795.288999119596,326.18841850642514,1539.1221754520743,3436.275532892946,7541.657038033427,443.77813591994163,471.2057676524872,-27.427631732545574,9.017109552088652,304.1796074695882,502.91297662339355,149.15252256366,9,30.137575127109073,3.1789300002395073,-0.7558299813471321,114.1385185016102,0.41818181818181815,3
2016_12_ARI_ATL,ARI,ATL,2016,12,0.40509803921568627,64.24774951304337,50.58189729177202,-0.8568940963490248,60.400805581252655,-0.35429010360969265,127.87599351222141,-163.8780156235186,2942.476516066953,765.0247669112041,337.48075913392006,1472.750004727276,3311.3282880365605,7782.15232460684,430.8956333430816,489.3303347771932,-58.434701434111524,3.4857392053942817,-621.9449805706087,469.7368396198367,135.30789772895997,10,30.180548383628935,2.905167917230193,-0.5144446335325483,92.25278107625533,1.2475975485188968,3
2016_13_WAS_ARI,ARI,WAS,2016,13,0.4402469135802469,63.770666138807286,51.05230813582557,0.3550192663643008,59.905465233479134,0.6824085446624196,136.78674182232157,-336.318834263193,2939.545142673337,710.5877522231165,329.6814891909255,1476.7712775965747,3855.7942870535762,8132.587349069732,520.2837972556244,516.1485988045577,4.1351984510667155,4.961218261318223,-512.3355876411582,283.76685337956707,133.23247724984998,11,31.29451766932774,3.216376634587648,-0.42185060446824124,76.26127076858933,0.4530882352941176,3
2016_14_ARI_MIA,ARI,MIA,2016,14,0.3964615384615385,58.71375559510999,49.04593751828194,-1.6336941332302601,55.60874372629936,0.0020138447175229723,109.62648819330383,-26.280974595070262,2857.201031467671,713.1636886226618,346.47618645884927,1306.9884718545293,3054.240551049796,7615.580858902672,489.492496897724,550.150599149212,-60.658102251487996,10.789333789823939,-616.1239446696346,390.66886176247107,145.92402211133998,12,30.39070102594359,2.924442072003126,-0.3581135243035804,33.17083484584854,3.028103957142952,3
2016_15_NO_ARI,ARI,NO,2016,15,0.5392727272727272,63.27714211386488,50.70629302659239,-1.1137106791414726,59.105497475812726,0.6204408864400147,146.10052396752928,-288.839226297525,3275.8318831921333,792.4811174392237,344.30621199452355,1525.3001113046776,3504.5451721574846,7753.65015751013,430.44233768925295,455.36266225910913,-24.920324569856128,4.090998305391988,-531.5021223827828,88.40637670932011,127.13962419213,13,30.4570371972611,3.3746059912926962,-0.28887478157716995,54.48933155862938,2.975205391656152,3
2016_16_ARI_SEA,ARI,SEA,2016,16,0.3996923076923077,58.202432319572935,46.05441526666816,-6.316638209233922,53.70318027766912,-0.5947700367758034,99.83132279672157,-378.98686887204497,2570.6857747895524,727.8636264714522,336.986952675431,1507.4251158344207,3288.2262385932854,7711.199172854183,427.41673786947734,463.72707794194474,-36.31034007246738,-1.435434052195653,-477.04661561437837,65.92157486195836,143.60199011498997,14,29.865404124183467,3.539348874144287,-0.46853219271903834,80.86138496255015,4.781702349937644,3
2016_17_ARI_LA,ARI,LA,2016,17,0.46225806451612905,58.560495556231515,43.901743621708775,-0.9905587456914218,53.22387836152991,0.09359691129562336,128.42716215026752,71.14868625134204,2858.0543652759793,790.4577259069331,338.3819982703386,1360.3994171012046,3401.967520717747,7684.075345709603,521.4644166103619,494.1722792948415,27.292137315520392,7.960008458253739,98.06188244992558,579.4182416157673,151.15181586714,15,29.5223363662447,3.5716182331051765,-0.7558299813471321,48.614005156599454,5.146429435586078,3
2017_01_ARI_DET,ARI,DET,2017,1,0.3333333333333333,60.86668506242633,50.16095282466115,6.169498698878543,56.96324726604103,1.1026229728422703,151.96502083190012,3.6245832781435467,3027.5627504492927,746.3501121678842,338.16115075678624,1390.1893971462734,3396.284192419147,8102.360473413069,518.2782450284733,504.8072430512361,13.47100197723714,7.259085593520833,-46.2823143987535,626.0470083811351,151.02199976885998,16,29.587319398772976,3.2524130157996285,-0.5064037649749985,25.20867707509498,3.1643549310735595,4
2017_02_ARI_IND,ARI,IND,2017,2,0.42028985507246375,61.59485941419635,47.61093159968374,0.42909340232901805,57.628596781265706,0.3902463039908991,153.1719737513201,-122.28868916155406,3205.466892223421,770.6883898261565,343.29798076378916,1509.6367824376184,3462.039244443957,7712.370549017528,525.8201195102364,513.2093679645335,12.610751545702904,1.9009096516090551,-486.02872022069016,192.60771877581175,136.95480743637,17,29.726097634001636,2.9363305563656588,-0.40535441986001575,-7.9430949968198545,1.8013780458419928,4
